number,kind,state,merged,topic,created,labels,title,s1_top,status,p_status,status_second,p_status_second,tested,p_tested,priority,priority_score,priority_raw,evidence,batch,state_chars
1506,issue,open,,reconnect,2024-12-09,,What is the proper way to update `connectPayload` on reconnection?,feature_request,already_addressed,0.69,still_applicable,0.16,False,0.35,Routine,0.5,"{""0"": 0.52, ""1"": 0.46, ""2"": 0.02, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1817,s2b-batch-18,30994
1507,issue,open,,api_config,2024-12-12,,Timeout or way to cancel `socketClient.once()` so that `.once()` can be safely wrapped in a `withCheckedContinuation` swift async block,feature_request,still_applicable,0.79,matches_js_client,0.2,False,0.07,Important,0.59,"{""0"": 0.45, ""1"": 0.51, ""2"": 0.04, ""3"": 0}",Source/SocketIO/Client/SocketIOClient.swift:1591,s2b-batch-05,4842
1508,pr,open,no,threading_memory,2024-12-17,,Fix crash after concurent modification of acks Set.,defect_current,still_applicable,0.63,already_addressed,0.37,False,0.07,High,2.15,"{""0"": 0.01, ""1"": 0.13, ""2"": 0.56, ""3"": 0.3}",Source/SocketIO/Ack/SocketAckManager.swift:84,s2b-batch-22,14747
1509,issue,open,,threading_memory,2024-12-30,,handleAck crash in V16.1.1,defect_current,still_applicable,0.73,already_addressed,0.24,False,0.05,High,2.3,"{""0"": 0, ""1"": 0.11, ""2"": 0.47, ""3"": 0.42}",Source/SocketIO/Ack/SocketAckManager.swift:84,s2b-batch-22,14747
1511,pr,open,no,other,2025-01-09,,Android,pr_functional,still_applicable,0.57,insufficient_evidence,0.39,False,0.04,Routine,0.59,"{""0"": 0.54, ""1"": 0.33, ""2"": 0.11, ""3"": 0.02}",none,s2b-batch-13,25682
1512,issue,open,,other,2025-01-12,,Any message incuding slash will be added escape character after calling emit,defect_current,still_applicable,0.83,already_addressed,0.11,False,0.04,Important,0.77,"{""0"": 0.37, ""1"": 0.49, ""2"": 0.13, ""3"": 0.01}",Source/SocketIO/Parse/SocketPacket.swift:201,s2b-batch-13,25682
1513,issue,open,,reconnect,2025-01-28,,Socket is not getting connect when coming from background to foreground,defect_current,still_applicable,0.52,matches_js_client,0.4,False,0.02,Important,1.22,"{""0"": 0.06, ""1"": 0.66, ""2"": 0.27, ""3"": 0.01}",Source/SocketIO/Manager/SocketManager.swift:282,s2b-batch-19,2620
1518,pr,open,no,tls_security,2025-02-12,,fix: wss secure,pr_functional,still_applicable,0.96,matches_js_client,0.03,False,0.1,High,1.52,"{""0"": 0.02, ""1"": 0.46, ""2"": 0.5, ""3"": 0.02}",Source/SocketIO/Manager/SocketManager.swift:1124,s2b-batch-24,12468
1520,pr,open,no,other,2025-05-21,,Adding missing error event,defect_current,insufficient_evidence,0.5,still_applicable,0.43,False,0.03,Important,1.22,"{""0"": 0.06, ""1"": 0.67, ""2"": 0.26, ""3"": 0.01}",none,s2b-batch-13,25682
1521,pr,open,no,engine_transport,2025-05-21,,Adding an option to ignore httpCookieStorage Cookies,pr_functional,already_addressed,0.57,still_applicable,0.31,False,0.16,Important,0.66,"{""0"": 0.41, ""1"": 0.53, ""2"": 0.06, ""3"": 0}",Source/SocketIO/Engine/SocketEngine.swift:56,s2b-batch-09,34861
1524,pr,open,no,threading_memory,2025-08-06,,Fix memory leak of URLSession in SocketEngine,defect_current,already_addressed,1,matches_js_client,0,False,0.02,Important,1.12,"{""0"": 0.15, ""1"": 0.59, ""2"": 0.25, ""3"": 0.01}",Source/SocketIO/Engine/SocketEngine.swift:933,s2a-batch-27,26434
1525,pr,open,no,other,2025-12-04,,Add socketio connection state recovery,pr_functional,already_addressed,0.94,still_applicable,0.04,True,0.52,High,1.4,"{""0"": 0.08, ""1"": 0.45, ""2"": 0.46, ""3"": 0.01}",Source/SocketIO/Client/SocketIOClient.swift:125,s2a-batch-17,19261
