number,kind,state,state_reason,merged,labels,created,title,top,p_top,second,p_second
228,issue,closed,completed,,,2015-11-01,Crash in processRawMessage,defect_fixed_or_obsolete,0.59,defect_current,0.29
229,issue,closed,completed,,bug|patched,2015-11-02,Secure connections require options to be non-nil,defect_current,0.52,defect_fixed_or_obsolete,0.47
230,issue,closed,completed,,enhancement|patched,2015-11-04,Logger instance,defect_fixed_or_obsolete,0.75,feature_request,0.21
231,issue,closed,completed,,unconfirmed,2015-11-09,Socket io client can't emit sometimes,defect_current,0.82,insufficient_evidence,0.1
232,issue,closed,completed,,unconfirmed,2015-11-10,Create and Connect many sockets crashes/hangs,defect_current,0.67,defect_fixed_or_obsolete,0.27
233,issue,closed,completed,,bug|patched,2015-11-12,Memory leak when using from obj-c,defect_fixed_or_obsolete,0.58,defect_current,0.4
234,issue,closed,completed,,unconfirmed,2015-11-15,Secure?,support_question,0.74,defect_fixed_or_obsolete,0.26
235,issue,closed,completed,,unconfirmed,2015-11-16,Crashes on SocketEventHandler.executeCallback,defect_current,0.72,insufficient_evidence,0.27
236,issue,closed,completed,,,2015-11-18,Invalid namespace,support_question,0.67,defect_current,0.24
237,issue,closed,completed,,,2015-11-18,Session ID unknown when socket server is killed instead of disconnect event (socket servers and hproxy),support_question,0.75,defect_fixed_or_obsolete,0.24
238,issue,closed,completed,,,2015-11-18,Cannot connect when on an adhoc network,support_question,0.99,defect_fixed_or_obsolete,0.01
239,issue,closed,completed,,,2015-11-19,Compatibility problem with sails.js v0.11.x,support_question,0.95,defect_fixed_or_obsolete,0.04
240,issue,closed,completed,,,2015-11-23,Crash,duplicate_invalid_spam,0.72,defect_fixed_or_obsolete,0.19
241,issue,closed,completed,,unconfirmed,2015-11-23,UnsafePointer Crash,defect_current,0.52,defect_fixed_or_obsolete,0.35
242,issue,closed,completed,,,2015-11-23,Crash WebSocket.(processResponse in,duplicate_invalid_spam,0.64,defect_current,0.22
243,issue,closed,completed,,,2015-11-24,"iPhone 5 - dataLength = bytes[0].bigEndian EXC_BAD_ACCESS (code=EXC_ARM_DA_ALIGN, address=0x1762220a)",build_packaging_env,0.53,defect_fixed_or_obsolete,0.29
244,issue,closed,completed,,unconfirmed,2015-11-26,"""The request timed out.""",support_question,1,feature_request,0
245,issue,closed,completed,,,2015-12-01,SocketEngine message parser problem,defect_current,0.84,defect_fixed_or_obsolete,0.1
246,issue,closed,completed,,enhancement,2015-12-01,ForceNew option for client,feature_request,0.97,defect_current,0.03
247,issue,closed,completed,,,2015-12-02,emit with NSDictionary,support_question,1,feature_request,0
248,pr,closed,,yes,,2015-12-02,Engine refactoring,pr_functional,0.78,insufficient_evidence,0.22
249,issue,open,,,enhancement|unconfirmed,2015-12-03,Linux Port,feature_request,0.95,build_packaging_env,0.05
250,pr,closed,,yes,,2015-12-04,Off with id,pr_functional,0.95,insufficient_evidence,0.03
251,issue,closed,completed,,,2015-12-07,Swift Compiler Error 'Segmentation fault 11' when creating custom SocketLogger,support_question,0.79,build_packaging_env,0.1
252,issue,closed,completed,,,2015-12-08,ignores connectParams in obj-c project,support_question,0.66,defect_fixed_or_obsolete,0.32
253,issue,closed,completed,,,2015-12-08,Is there a  Object-C  library??,feature_request,0.9,support_question,0.08
254,issue,closed,completed,,,2015-12-09,"""Swift is not supported for static libraries.""",build_packaging_env,0.77,support_question,0.22
255,pr,closed,,yes,,2015-12-10,Explicitly setting deployment target for to watchOS 2.0 and tvOS 9.0,pr_non_functional,0.87,build_packaging_env,0.11
256,issue,closed,completed,,,2015-12-11,#218 WebSocket.swift line 632 WebSocket.(processResponse in _02D691C80E51B897C380608DCFC8AEE6)(WebSocket.WSResponse) -> Bool 4,defect_current,0.54,defect_fixed_or_obsolete,0.37
257,issue,closed,completed,,,2015-12-11,WebSocket.swift line 0 protocol witness for RawRepresentable.rawValue.getter in conformance WebSocket.OpCode,defect_fixed_or_obsolete,0.47000000000000003,defect_current,0.44
258,issue,closed,completed,,,2015-12-11,WebSocket.swift line 631 WebSocket.(processResponse in _02D691C80E51B897C380608DCFC8AEE6)(WebSocket.WSResponse) -> Bool,defect_current,0.55,defect_fixed_or_obsolete,0.33
259,issue,closed,completed,,,2015-12-11,"WebSocket.swift line 0 @nonobjc NSString.init(data : NSData, encoding : UInt) -> NSString?",defect_current,0.49,defect_fixed_or_obsolete,0.37
260,issue,closed,completed,,,2015-12-11,"WebSocket.swift line 413 WebSocket.(processRawMessage in _02D691C80E51B897C380608DCFC8AEE6)(UnsafePointer<UInt8>, bufferLen : Int) -> ()",defect_current,0.6,defect_fixed_or_obsolete,0.31
261,issue,closed,completed,,,2015-12-11,WebSocket.swift line 625 WebSocket.(processResponse in _02D691C80E51B897C380608DCFC8AEE6)(WebSocket.WSResponse) -> Bool,defect_current,0.49,defect_fixed_or_obsolete,0.39
262,pr,closed,,no,,2015-12-11,Avoid doing unaligned reads/writes via UnsafePointer,pr_functional,0.46,defect_current,0.42
263,issue,closed,completed,,,2015-12-14,Socket.Io server connected status check in ios,support_question,1,feature_request,0
264,issue,closed,completed,,,2015-12-16,cant compile the project with the current sdk.,build_packaging_env,0.95,defect_fixed_or_obsolete,0.03
265,pr,closed,,no,,2015-12-22,"Change product names to ""Socket_IO_Client_Swift"" to work with Carthage",build_packaging_env,0.67,pr_non_functional,0.3
266,issue,closed,completed,,,2015-12-23,On the IOS 8.3 cannot be used(Objective-C ),build_packaging_env,0.65,support_question,0.18
267,issue,closed,completed,,,2015-12-23,Framework lacks callback for emit.,support_question,0.71,feature_request,0.19
268,issue,closed,completed,,,2015-12-25,Can not connect to nameSpace,support_question,0.85,defect_current,0.11
269,issue,closed,completed,,question,2015-12-26,Namespaces don't appear to be supported,support_question,1,defect_current,0
270,issue,closed,completed,,question,2015-12-27,emit an array from iOS -> node server receives only the first object,support_question,0.8,docs_gap,0.14
271,issue,closed,completed,,enhancement|patched,2015-12-27,"Updating connection opts on a existing connection, before reconnecting.",feature_request,0.74,defect_fixed_or_obsolete,0.24
272,issue,closed,completed,,question,2016-01-05,watchOS Support?,feature_request,0.76,support_question,0.24
273,pr,closed,,no,,2016-01-08,fixing carthage update,build_packaging_env,0.78,pr_non_functional,0.21
274,issue,closed,completed,,,2016-01-08,Socket Connection Not working with distributed build,support_question,0.67,defect_fixed_or_obsolete,0.28
275,issue,closed,completed,,question,2016-01-11,Determine whether or not a socket is currently connected,support_question,1,defect_current,0
276,issue,closed,completed,,,2016-01-13,is this a leak problem?,defect_fixed_or_obsolete,1,defect_current,0
277,pr,closed,,yes,,2016-01-14,add new method engineDidOpen in socketEngineClient protocol,pr_functional,0.98,feature_request,0.02
278,pr,closed,,yes,,2016-01-14,Standardize module name,build_packaging_env,0.71,pr_non_functional,0.15
279,issue,closed,completed,,bug,2016-01-15,Reconnect cannot reconnect because already connected,defect_current,0.83,defect_fixed_or_obsolete,0.1
280,pr,closed,,yes,,2016-01-15,Engine protocol refactoring,pr_functional,0.96,pr_non_functional,0.02
281,issue,closed,completed,,,2016-01-18,Can I use for WAMP (WebSocket subprotocol),support_question,0.78,feature_request,0.22
282,issue,closed,completed,,,2016-01-19,Import Issue on Obj-C with Cocoapod,build_packaging_env,0.92,defect_fixed_or_obsolete,0.04
283,issue,closed,completed,,bug|patched,2016-01-20,Crashes on deinit since 5.2.0,defect_fixed_or_obsolete,0.81,defect_current,0.19
284,issue,closed,completed,,,2016-01-21,Broadcast Didn't working,support_question,0.97,feature_request,0.03
285,issue,closed,completed,,question,2016-01-21,Using Socket.IO Client framework within an Obj-C static library,build_packaging_env,0.59,support_question,0.4
286,issue,closed,completed,,unconfirmed,2016-01-22,App crash V.5.2.3,defect_fixed_or_obsolete,0.57,support_question,0.2
287,issue,closed,completed,,question,2016-01-22,Version Stability - Sockets,support_question,1,defect_current,0
288,issue,closed,completed,,bug|enhancement|patched,2016-01-25,"When passing in a valid URL, init adds extra ""/"".",defect_fixed_or_obsolete,0.97,defect_current,0.03
289,pr,closed,,yes,,2016-01-25,Nsurl based,pr_functional,0.78,insufficient_evidence,0.19
290,issue,closed,completed,,unconfirmed,2016-01-26,Socket is being closed automatically when opening it just after closing the old one,defect_current,0.45,support_question,0.41
291,issue,closed,completed,,question,2016-01-27,"SocketEngine: Got message: {""statusCode"":404,""error"":""Not Found""}",support_question,0.99,defect_fixed_or_obsolete,0.01
292,issue,closed,completed,,unconfirmed,2016-01-27,Its the client able to have multiple socket connections?,support_question,0.74,defect_fixed_or_obsolete,0.26
293,issue,closed,completed,,question,2016-01-28,connectParams Objective-C,support_question,0.92,defect_fixed_or_obsolete,0.08
294,issue,closed,completed,,unconfirmed,2016-01-30,Sending NSData succeed on iPhone 5 but failed on iPhone 6 and above,support_question,0.61,defect_fixed_or_obsolete,0.25
295,issue,closed,completed,,question,2016-01-31,How to enable ssl? (question),support_question,0.99,defect_fixed_or_obsolete,0.01
296,issue,closed,completed,,,2016-02-02,"I need to emit NSDictionary by use Objective-C, how could I do?",support_question,0.99,docs_gap,0.01
297,issue,closed,completed,,,2016-02-03,Trailing slash in path,defect_current,0.6,defect_fixed_or_obsolete,0.27
298,issue,closed,completed,,,2016-02-03,how to use push notifications in swift,support_question,0.7,duplicate_invalid_spam,0.29
299,issue,closed,completed,,,2016-02-04,can i use socket with push notifications ??,support_question,0.97,duplicate_invalid_spam,0.02
300,issue,closed,completed,,unconfirmed,2016-02-04,Reconnecting gets called a lot.,defect_current,0.71,insufficient_evidence,0.22
301,issue,closed,completed,,,2016-02-04,Unknown Crash,defect_current,0.53,insufficient_evidence,0.27
302,issue,closed,completed,,,2016-02-04,swift_unknownRetainUnowned crash on failed websocket connection,defect_fixed_or_obsolete,0.99,defect_current,0.01
303,issue,closed,completed,,bug|patched,2016-02-05,fatal error: This should never happen,defect_fixed_or_obsolete,0.92,defect_current,0.06
304,issue,closed,completed,,,2016-02-06,Connection,insufficient_evidence,0.93,duplicate_invalid_spam,0.07
305,issue,closed,completed,,question,2016-02-08,"@""connect"" event never arrive but client seems connected",support_question,0.89,defect_fixed_or_obsolete,0.11
306,issue,closed,completed,,unconfirmed,2016-02-10,Socket crash on production,defect_current,0.6,defect_fixed_or_obsolete,0.34
307,issue,open,,,enhancement,2016-02-13,Need to read cookie from response headers,feature_request,1,defect_fixed_or_obsolete,0
308,issue,closed,completed,,enhancement|patched,2016-02-15,App crashed on iOS9 while reading utf8 data,defect_fixed_or_obsolete,0.99,feature_request,0.01
309,issue,closed,completed,,question,2016-02-18,how can i get timeout event,support_question,0.99,feature_request,0.01
310,issue,closed,completed,,,2016-02-18,[Bug] Version 5.4.x,duplicate_invalid_spam,0.53,defect_fixed_or_obsolete,0.26
311,issue,closed,completed,,bug|unconfirmed,2016-02-18,Strange bug (version 5.4.1),defect_fixed_or_obsolete,0.5,defect_current,0.39
312,issue,closed,completed,,,2016-02-18,'unhandled socket.io url' from server side.,defect_fixed_or_obsolete,0.59,support_question,0.41
313,issue,closed,completed,,question,2016-02-19,how to get event's name and event's data from SocketPacket object returned from parseData()?,support_question,0.97,defect_fixed_or_obsolete,0.03
314,issue,closed,completed,,question,2016-02-20,retrieve messages back from server to swift app,support_question,0.98,defect_current,0.01
315,issue,closed,completed,,question,2016-02-22,where is object-c version?,support_question,0.96,docs_gap,0.03
316,issue,closed,completed,,unconfirmed,2016-02-24,Crash when receive Chinese message,insufficient_evidence,0.77,defect_current,0.21
317,pr,closed,,yes,,2016-02-26,fix timeoutAfter handler always close connection,defect_fixed_or_obsolete,0.55,pr_functional,0.44
318,issue,closed,completed,,,2016-02-26,WebSocket connection drops right away,support_question,0.95,defect_fixed_or_obsolete,0.03
319,issue,closed,completed,,,2016-02-29,How can I identify client has send ping/pong to node server,support_question,0.97,defect_current,0.01
320,issue,closed,completed,,,2016-03-04,Weird crashes,defect_fixed_or_obsolete,0.72,defect_current,0.21
321,issue,closed,completed,,,2016-03-10,"""The request timed out"" when I try connect to my host",support_question,1,defect_current,0
322,issue,closed,completed,,,2016-03-14,How to send message to individual using this socket.io is Swift,support_question,0.99,feature_request,0.01
323,issue,closed,completed,,,2016-03-14,Socket stuck in connecting after airplane mode,defect_fixed_or_obsolete,0.98,defect_current,0.01
324,issue,closed,completed,,,2016-03-15,Memory Leak,defect_fixed_or_obsolete,0.52,support_question,0.4
325,issue,closed,completed,,,2016-03-15,absoluteString crash,defect_current,0.54,defect_fixed_or_obsolete,0.36
326,issue,closed,completed,,,2016-03-17,Self Signed Cert,support_question,0.99,defect_fixed_or_obsolete,0.01
327,issue,closed,completed,,,2016-03-19,Sending Images,support_question,0.99,defect_fixed_or_obsolete,0.01
328,issue,closed,completed,,,2016-03-19,Socket.io version mismatch,support_question,0.56,defect_fixed_or_obsolete,0.39
329,issue,closed,completed,,,2016-03-22,A lot of warning when using xcode 7.3 to build,defect_fixed_or_obsolete,0.58,build_packaging_env,0.4
330,pr,closed,,yes,,2016-03-22,Development,pr_functional,0.59,insufficient_evidence,0.37
331,issue,closed,completed,,,2016-03-22,Can't build fresh install from cocoapods,build_packaging_env,0.79,defect_fixed_or_obsolete,0.21
332,issue,closed,completed,,,2016-03-24,"Why always themselves disconnected with the server, and will not be automatic reconnection",support_question,0.67,defect_current,0.21
333,issue,closed,completed,,,2016-03-25,app crashing on the production,insufficient_evidence,0.5,defect_current,0.45
334,issue,closed,completed,,,2016-03-25,Sending cookie,support_question,0.94,defect_fixed_or_obsolete,0.05
335,pr,closed,,yes,,2016-03-25,actual fix for carthage,build_packaging_env,0.89,pr_non_functional,0.1
336,issue,closed,completed,,,2016-03-28,Is there any way where we can Observer (KVO) the status property of SocketIOClient ?,feature_request,0.93,support_question,0.07
337,issue,closed,completed,,question,2016-03-29,Where/How can i get status/callback of successfully connected to server ?,support_question,1,feature_request,0
338,issue,closed,completed,,,2016-03-31,ChatViewController / Socket - Frezee UI - Swift,support_question,0.9,defect_fixed_or_obsolete,0.06
339,issue,closed,completed,,,2016-04-01,打包framework不兼容7.2.1版本xcode,build_packaging_env,0.84,duplicate_invalid_spam,0.09
340,issue,closed,completed,,,2016-04-04,Lock iphone disconnect socket and automatic reconnect,support_question,0.98,feature_request,0.01
341,issue,closed,completed,,,2016-04-04,Event handler called multiple times - Socket.io swift,support_question,0.71,defect_current,0.19
342,issue,closed,completed,,,2016-04-04,SocketEngine.swift #selector error,build_packaging_env,0.7,defect_fixed_or_obsolete,0.29
343,pr,closed,,no,,2016-04-10,Websocket compression [DONT MERGE],pr_functional,0.96,feature_request,0.04
344,pr,closed,,yes,,2016-04-11,Development,insufficient_evidence,0.58,pr_non_functional,0.27
